Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,distance_sum,Cost
0.79,37.0,13.0,4334.0,20.53,12.46,481.0,32.99,4,No,No,No,Yes,Clay,Waterways,3,2018,1,Working Class,AL,14448199.746441739,6.335763219978659
0.08,30.0,6.0,4349.0,6.74,14.5,180.0,21.240000000000002,4,No,No,Yes,No,Brass,Roadways,6,2019,6,Working Class,NM,14448605.833558261,5.241005999834923
0.03,18.0,8.0,4351.0,5.98,23.09,144.0,29.07,2,No,No,Yes,No,Bronze,Roadways,12,2015,3,Working Class,KS,14452033.973558262,5.313304496356285
0.4618504347826087,14.0,6.0,4308.0,47.12,22.89,84.0,70.00999999999999,1,Yes,No,Yes,No,Brass,Roadways,9,2018,4,Working Class,VT,14475031.038274784,7.124687580359468
0.56,11.0,8.0,4372.0,11.81,24.22,88.0,36.03,0,No,Yes,Yes,No,Brass,Airways,12,2017,3,Working Class,OK,14498448.28644174,6.123982926808126
0.81,13.0,8.0,4362.0,20.78,21.83,104.0,42.61,2,Yes,No,No,No,Brass,Airways,7,2016,1,Working Class,SC,14500194.646441739,6.438471390660751
0.57,48.0,15.0,4355.0,33.45,12.04,720.0,45.49,-1,Yes,Yes,Yes,No,Aluminium,Airways,6,2015,5,Working Class,MD,14520422.506441738,6.533556252747972
0.46,16.0,7.0,4392.0,6.26,17.19,112.0,23.450000000000003,-2,No,No,Yes,No,Brass,Roadways,3,2016,6,Working Class,IA,14526830.653558262,5.748405237098477
0.28,11.0,8.0,4388.0,17.39,19.35,88.0,36.74,0,No,No,No,No,Brass,Roadways,7,2015,5,Working Class,AZ,14539723.993558262,5.384999522683761
0.6,7.0,5.0,4399.0,8.47,23.25,35.0,31.72,3,No,No,No,No,Stone,Roadways,10,2016,2,Working Class,KS,14542529.146441739,6.275439757628437
0.36,32.0,13.0,4405.0,19.89,16.25,416.0,36.14,0,Yes,Yes,Yes,Yes,Brass,Airways,6,2019,5,Working Class,CO,14576827.813558262,6.066108090103747
0.68,14.0,8.0,4407.0,23.29,16.77,112.0,40.06,4,No,Yes,No,No,Brass,Roadways,11,2016,2,Wealthy,GA,14589095.846441738,6.2408604695662575
0.54,26.0,12.0,4427.0,11.84,16.24,312.0,28.08,-1,No,No,Yes,Yes,Clay,Roadways,6,2015,2,Wealthy,VA,14600134.78644174,5.969500084729331
0.58,8.0,4.0,4412.0,27.99,10.51,32.0,38.5,0,No,Yes,No,No,Stone,Roadways,5,2019,2,Working Class,MN,14610407.926441738,5.813144971693325
0.62,35.0,9.0,4435.0,11.89,15.11,315.0,27.0,0,No,No,Yes,Yes,Clay,Airways,2,2017,3,Working Class,UT,14615195.606441738,6.1307263644414585
0.41,22.0,13.0,4438.0,8.98,13.93,286.0,22.91,4,No,No,No,Yes,Clay,Roadways,5,2019,4,Working Class,CT,14615550.853558261,5.82552801956335
0.42,21.0,10.0,4433.0,14.05,15.69,210.0,29.740000000000002,4,Yes,Yes,Yes,No,Brass,Airways,9,2017,0,Wealthy,DE,14615630.79355826,6.156173576585022
0.15,23.0,6.0,4437.0,14.19,10.18,138.0,24.369999999999997,-3,No,Yes,No,No,Bronze,Roadways,2,2017,3,Working Class,MI,14623749.09355826,5.116015809554085
0.99,19.0,6.0,4416.0,41.7,24.14,114.0,65.84,1,Yes,No,Yes,No,Brass,Waterways,8,2015,4,Wealthy,AR,14658013.206441738,7.4255902795689925
0.26,37.0,13.0,4462.0,10.71,12.95,481.0,23.66,-4,No,No,No,Yes,Clay,Roadways,4,2015,4,Working Class,NH,14663442.91355826,5.239469290738831
0.67,21.766204081632655,6.0,4450.0,24.73,12.58,130.59722448979593,37.31,-1,No,Yes,Yes,No,Brass,Roadways,8,2017,1,Working Class,UT,14672688.08644174,6.191626022030268
0.72,33.0,11.0,4481.0,5.22,20.87,363.0,26.09,-2,No,Yes,No,Yes,Clay,Airways,10,2015,3,Wealthy,KS,14693042.246441739,6.754942037718401
0.47,21.766204081632655,8.0,4480.0,12.83,19.77,174.12963265306124,32.6,-1,Yes,Yes,No,No,Bronze,Airways,1,2016,3,Working Class,CO,14700938.96644174,5.869240414362608
0.28,17.0,8.0,4475.0,22.02,23.11,136.0,45.129999999999995,-1,No,Yes,No,No,Bronze,Airways,12,2018,6,Working Class,AL,14712473.153558262,5.643324505619087
0.65,31.0,12.0,4475.0,27.1,24.77,372.0,51.870000000000005,-2,No,No,No,Yes,Clay,Roadways,3,2017,1,Working Class,HI,14725550.96644174,6.3463028053717565
0.69,46.0,9.617647058823529,4500.0,3.15,15.98,442.4117647058823,19.13,-2,Yes,No,Yes,No,Aluminium,Waterways,4,2019,0,Working Class,AE,14732748.80644174,6.359297013742592
0.4618504347826087,21.766204081632655,4.0,4517.0,9.2,17.02,87.06481632653062,26.22,1,No,No,Yes,No,Marble,Roadways,9,2018,5,Working Class,IL,14763890.658274781,6.097062534567148
0.59,45.0,9.617647058823529,4519.0,10.81,13.98,432.7941176470588,24.79,3,No,No,Yes,No,Aluminium,Waterways,8,2017,5,Working Class,WI,14770520.906441739,6.0899968031722285
0.11,7.0,5.0,4532.0,3.18,12.44,35.0,15.62,1,Yes,No,No,No,Marble,Airways,11,2017,2,Working Class,VT,14793092.47355826,5.243385883021818
0.06,29.0,12.0,4538.0,6.62,13.47,348.0,20.09,4,No,No,Yes,Yes,Clay,Roadways,7,2016,3,Working Class,WV,14800517.11355826,5.39367299986479
0.4618504347826087,21.766204081632655,11.0,4550.0,6.21,15.99,239.4282448979592,22.2,-1,No,Yes,No,No,Brass,Roadways,1,2018,2,Wealthy,AK,14822303.798274782,6.050016434057597
0.55,15.0,6.0,4556.0,6.65,21.17,90.0,27.82,3,Yes,No,Yes,No,Brass,Waterways,6,2018,3,Working Class,AA,14834001.406441739,6.008862324284403
0.4618504347826087,27.0,12.0,4552.0,13.97,15.89,324.0,29.86,-3,Yes,No,Yes,Yes,Clay,Roadways,12,2017,1,Working Class,NC,14838774.798274782,6.320174592864931
0.38,19.0,9.0,4554.0,14.64,11.09,171.0,25.73,-4,Yes,No,Yes,No,Bronze,Waterways,5,2017,5,Working Class,ME,14844010.95355826,5.262949222710246
0.24,18.0,7.0,4565.0,7.93,21.88,126.0,29.81,0,Yes,No,No,No,Brass,Roadways,5,2017,6,Working Class,AP,14852862.193558259,5.648305000186914
0.54,18.0,9.0,4554.0,19.96,10.73,162.0,30.69,-2,Yes,Yes,No,No,Brass,Roadways,3,2017,6,Working Class,KY,14856050.986441739,5.817557488915045
0.65,36.0,10.0,4568.0,12.7,24.69,360.0,37.39,0,Yes,No,No,Yes,Clay,Waterways,4,2015,5,Working Class,OH,14866800.906441739,6.33709118263674
0.47,22.0,9.0,4578.0,12.61,16.64,198.0,29.25,1,No,No,Yes,No,Bronze,Roadways,5,2015,0,Working Class,ND,14885465.38644174,5.702548380141388
0.67,24.0,8.0,4584.0,13.46,17.04,192.0,30.5,1,No,No,No,No,Brass,Waterways,4,2015,6,Wealthy,AA,14898833.16644174,5.948817972386509
0.51,6.0,5.0,4600.0,6.3,20.59,30.0,26.89,3,Yes,Yes,Yes,No,Stone,Airways,8,2019,3,Wealthy,MI,14917548.12644174,6.232428369992108
0.76,21.0,7.0,4604.0,8.66,23.89,147.0,32.55,1,No,No,No,No,Brass,Roadways,9,2015,0,Working Class,NV,14928499.326441739,6.846188338322726
0.98,10.0,4.0,4605.0,3.47,11.69,40.0,15.16,1,No,No,No,No,Marble,Roadways,8,2018,6,Working Class,VA,14931494.146441739,5.808112459499504
0.76,25.0,14.0,4551.0,48.64,14.13,350.0,62.77,4,Yes,No,No,Yes,Clay,Waterways,8,2017,3,Wealthy,NH,14931656.406441739,6.804048949958443
0.59,15.0,6.0,4605.0,11.09,23.94,90.0,35.03,2,No,No,No,No,Brass,Roadways,7,2019,2,Working Class,VA,14934219.00644174,5.881398533494427
0.62,21.766204081632655,9.617647058823529,4618.0,6.2,17.45,209.33966866746698,23.65,2,No,No,Yes,Yes,Clay,Roadways,4,2019,3,Wealthy,AA,14952107.44644174,6.537691097924388
0.6,19.0,7.0,4611.0,17.59,22.19,133.0,39.78,-1,No,Yes,No,No,Brass,Airways,6,2018,5,Wealthy,MT,14959251.42644174,6.188223054477479
0.41,7.0,5.0,4647.0,13.86,15.9,35.0,29.759999999999998,1,Yes,Yes,No,No,Brass,Airways,1,2017,3,Wealthy,AK,15020114.153558262,5.749106320619864
0.2,21.0,6.0,4664.0,5.4,24.42,126.0,29.82,3,No,No,Yes,No,Bronze,Roadways,6,2018,1,Working Class,AE,15040728.43355826,5.4797218362795075
0.4618504347826087,9.0,4.0,4665.0,17.38,23.11,36.0,40.489999999999995,2,Yes,No,Yes,No,Brass,Airways,2,2016,3,Working Class,CO,15062349.598274782,5.814040975576219
0.4618504347826087,13.0,8.0,4689.0,5.76,16.93,104.0,22.689999999999998,0,No,Yes,No,No,Brass,Roadways,8,2015,4,Working Class,IL,15088435.898274783,5.489722542075034
0.21,16.0,6.0,4692.0,12.86,22.15,96.0,35.01,0,Yes,No,No,No,Brass,Waterways,12,2016,2,Working Class,OH,15104948.633558262,5.332767101277263
0.26,15.0,8.0,4722.0,6.31,14.58,120.0,20.89,1,Yes,Yes,Yes,No,Brass,Airways,4,2019,6,Wealthy,AZ,15152472.75355826,5.8634607065236155
0.4618504347826087,26.0,8.0,4711.0,18.93,15.2,208.0,34.129999999999995,-4,Yes,Yes,No,No,Bronze,Roadways,8,2015,6,Wealthy,CA,15154646.638274783,5.650100364406341
0.81,41.0,17.0,4709.0,27.32,10.46,697.0,37.78,-4,Yes,No,No,No,Aluminium,Roadways,6,2018,1,Working Class,AA,15172372.28644174,6.066386473625241
0.61,9.0,4.0,4728.0,18.95,15.23,36.0,34.18,4,No,Yes,No,No,Marble,Airways,11,2015,4,Working Class,FL,15187759.666441739,5.790785518277775
0.73,21.0,16.0,4689.0,49.97,15.65,336.0,65.62,-1,No,No,Yes,Yes,Brass,Roadways,7,2018,6,Wealthy,AR,15200034.96644174,6.889957839951556
0.07,14.0,8.0,4760.0,9.48,20.86,112.0,30.34,-2,No,Yes,Yes,No,Brass,Roadways,11,2015,6,Wealthy,WA,15230866.013558261,5.446952865687185
0.74,12.0,8.0,4745.0,27.9,22.43,96.0,50.33,2,No,No,No,No,Brass,Roadways,10,2017,4,Working Class,VA,15243522.246441739,6.192750962066882
0.75,30.0,10.0,4802.0,6.04,16.04,300.0,22.08,-3,Yes,No,No,Yes,Clay,Roadways,1,2015,1,Wealthy,OR,15308013.88644174,6.38802344574515
0.49,26.0,8.0,4796.0,20.9,19.02,208.0,39.92,-3,No,No,No,No,Bronze,Roadways,4,2017,2,Working Class,GA,15324373.866441738,5.65711006645777
0.0,18.0,7.0,4831.0,11.04,18.64,126.0,29.68,4,Yes,Yes,No,No,Brass,Roadways,11,2015,1,Wealthy,AA,15371940.093558261,5.484962894822046
0.4618504347826087,18.0,7.0,4847.0,5.19,22.88,126.0,28.07,3,No,Yes,Yes,No,Brass,Airways,7,2016,0,Wealthy,OR,15395656.258274782,6.149557446167864
0.65,29.0,13.0,4841.0,16.97,10.92,377.0,27.89,-1,Yes,No,Yes,Yes,Brass,Waterways,4,2016,2,Working Class,CA,15403043.086441739,5.939302454371787
0.82,18.0,6.0,4849.0,11.79,16.1,108.0,27.89,0,Yes,No,No,No,Brass,Waterways,3,2019,1,Working Class,LA,15408200.46644174,5.965762049755609
0.54,14.0,8.0,4851.0,15.11,24.25,112.0,39.36,0,No,Yes,Yes,No,Brass,Airways,4,2016,5,Working Class,MS,15418348.146441739,6.101193009382493
0.34,32.0,11.0,4866.0,6.44,18.4,352.0,24.84,3,No,No,No,Yes,Clay,Roadways,5,2016,2,Working Class,SC,15432765.55355826,5.629884736811954
0.8,34.0,8.0,4870.0,9.87,21.27,272.0,31.14,1,No,No,No,No,Bronze,Roadways,8,2019,1,Working Class,CO,15445868.42644174,7.419608374717973
0.42,24.0,17.0,4848.0,32.42,23.52,408.0,55.94,-1,Yes,No,Yes,Yes,Clay,Airways,4,2015,6,Wealthy,WY,15456044.13355826,6.31633401692687
0.6,40.0,15.0,4876.0,14.25,18.2,600.0,32.45,4,No,No,No,No,Aluminium,Roadways,6,2016,2,Working Class,NH,15465616.026441738,6.0445312680446746
0.25,10.0,4.0,4900.0,25.83,18.35,40.0,44.18,3,Yes,Yes,Yes,No,Marble,Airways,4,2017,3,Wealthy,SC,15540420.23355826,5.885881784532917
0.77,28.0,13.0,4900.0,28.02,23.0,364.0,51.019999999999996,-3,No,No,Yes,Yes,Clay,Airways,7,2019,5,Working Class,GA,15546446.366441738,6.729441679585719
0.85,6.0,5.0,4905.0,24.86,19.3,30.0,44.16,-3,Yes,Yes,No,No,Stone,Airways,12,2017,2,Wealthy,AE,15548216.026441738,6.291587657905373
0.08,30.0,13.0,4921.0,16.38,22.82,390.0,39.2,-1,No,No,No,Yes,Clay,Roadways,12,2016,5,Working Class,NM,15559270.793558262,5.262897421316776
0.29,22.0,6.0,4947.0,6.41,12.54,132.0,18.95,1,No,No,No,No,Brass,Roadways,2,2015,4,Working Class,AZ,15592452.03355826,5.2925004812264715
0.76,10.0,5.0,4915.0,35.69,20.25,50.0,55.94,2,No,No,No,No,Brass,Roadways,3,2018,6,Wealthy,KS,15597437.80644174,6.3473892096560105
0.65,6.0,5.0,4928.0,31.52,16.61,30.0,48.129999999999995,-4,Yes,Yes,No,No,Brass,Airways,1,2016,3,Wealthy,DE,15611038.44644174,6.208811329575014
0.12,28.0,9.617647058823529,4960.0,6.65,21.59,269.2941176470588,28.240000000000002,-2,No,No,Yes,No,Bronze,Roadways,1,2019,6,Working Class,AP,15618697.333558261,5.307277107919509
0.63,16.0,6.0,4967.0,9.85,16.65,96.0,26.5,-4,No,No,No,No,Brass,Roadways,4,2019,4,Working Class,VA,15636899.886441737,6.378375248568339
0.19,19.0,6.0,4979.0,16.8,19.51,114.0,36.31,2,Yes,Yes,No,No,Brass,Airways,10,2018,6,Wealthy,WY,15674770.03355826,5.698937422993001
0.3,9.0,4.0,4983.0,19.74,23.88,36.0,43.62,-3,No,No,Yes,No,Marble,Roadways,9,2015,3,Wealthy,IN,15689307.093558261,5.585861929545826
0.4618504347826087,16.0,8.0,4998.0,12.98,19.57,128.0,32.55,-3,No,Yes,No,No,Brass,Roadways,3,2019,1,Working Class,NJ,15704086.938274782,5.1931790484247315
0.11,12.0,8.0,5011.0,9.88,53.71,96.0,63.59,3,Yes,No,Yes,No,Brass,Waterways,8,2016,2,Working Class,IA,15724715.19355826,5.894375285676025
0.6,7.0,5.0,5012.0,29.2,76.46,35.0,105.66,0,No,No,No,No,Marble,Airways,9,2018,4,Working Class,NY,15771190.646441739,6.559827679515073
0.44,35.0,16.0,5016.0,30.99,86.67,560.0,117.66,4,Yes,Yes,No,Yes,Clay,Airways,9,2017,3,Wealthy,AP,15783966.55355826,7.3075376039548035
0.49,7.0,9.617647058823529,5046.0,10.31,70.65,67.3235294117647,80.96000000000001,-3,No,Yes,Yes,No,Stone,Roadways,1,2019,6,Wealthy,ID,15794826.22644174,6.432988323087331
0.37,35.0,9.617647058823529,5052.0,5.65,46.0,336.61764705882354,51.65,-2,No,Yes,Yes,Yes,Clay,Roadways,2,2017,2,Working Class,CO,15801175.23355826,6.42422051545205
0.4618504347826087,7.0,4.0,5065.0,20.5,28.59,28.0,49.09,-1,No,Yes,Yes,No,Stone,Airways,4,2017,4,Working Class,AZ,15854529.358274784,6.0416822632686
0.05,24.0,7.0,5089.0,3.0,56.19,168.0,59.19,3,No,No,No,No,Bronze,Waterways,3,2018,5,Working Class,AR,15880652.473558262,5.66559589327096
0.13,9.0,5.0,5112.0,3.38,31.56,45.0,34.94,2,No,Yes,No,No,Marble,Airways,3,2017,5,Wealthy,AP,15925383.353558261,5.658715371286893
0.28,16.0,7.0,5152.0,3.38,30.79,112.0,34.17,1,Yes,No,Yes,No,Brass,Waterways,5,2018,2,Working Class,FL,16005327.433558261,5.699138374162544
0.11,32.0,13.0,5159.0,8.7,68.16,416.0,76.86,0,No,Yes,No,Yes,Clay,Roadways,8,2018,1,Working Class,MO,16019068.433558261,6.031334088188431
0.48,8.0,4.0,5164.0,22.36,99.71,32.0,122.07,-1,No,No,Yes,No,Stone,Airways,2,2017,6,Wealthy,CA,16057599.066441739,6.752141863211412
0.1,22.0,11.0,5178.0,17.44,67.66,242.0,85.1,-3,No,No,Yes,No,Bronze,Roadways,2,2016,5,Working Class,KY,16074546.57355826,5.927965485545073
0.28,18.0,8.0,5178.0,20.26,30.71,144.0,50.97,2,No,Yes,No,No,Brass,Roadways,3,2015,6,Wealthy,NE,16080754.593558261,5.970470710603746
0.4618504347826087,8.0,4.0,5191.0,16.33,97.57,32.0,113.89999999999999,2,No,No,No,No,Stone,Roadways,1,2015,6,Working Class,MD,16097753.398274783,6.416503498173251
0.4618504347826087,42.0,18.0,5194.0,18.15,78.24,756.0,96.38999999999999,3,Yes,No,No,Yes,Clay,Waterways,4,2017,1,Wealthy,MI,16107911.518274782,7.204245941640309
0.2,19.0,8.0,5202.0,11.91,40.62,152.0,52.53,0,Yes,No,No,No,Bronze,Roadways,4,2019,2,Working Class,IL,16111089.173558261,5.821772896214049
0.07,17.0,8.0,5220.0,6.46,44.66,136.0,51.12,1,Yes,Yes,No,No,Bronze,Airways,10,2018,3,Working Class,DE,16139365.37355826,5.714722414694536
0.08,6.0,5.0,5222.0,7.55,38.62,30.0,46.169999999999995,0,No,Yes,No,No,Stone,Roadways,7,2019,1,Working Class,IA,16144625.413558261,5.650908985049133
0.42,36.0,18.0,5222.0,8.35,31.46,648.0,39.81,2,No,No,Yes,No,Aluminium,Waterways,2,2016,0,Working Class,AE,16145192.75355826,6.333066461549193
0.63,8.0,4.0,5228.0,8.7,68.79,32.0,77.49000000000001,-1,No,No,No,No,Brass,Roadways,3,2016,1,Wealthy,MT,16158063.926441738,6.814037830108231
0.69,21.0,7.0,5195.0,40.1,91.67,147.0,131.77,4,No,No,No,No,Brass,Roadways,11,2016,2,Working Class,MO,16169302.38644174,7.52217305577399
0.4618504347826087,10.0,4.0,5240.0,5.35,28.4,40.0,33.75,-1,Yes,No,No,No,Brass,Waterways,1,2018,5,Working Class,MI,16179423.998274783,6.343388221621228
0.54,16.0,6.0,5249.0,9.34,69.68,96.0,79.02000000000001,-4,No,No,No,No,Brass,Airways,4,2018,4,Working Class,FL,16201664.746441739,6.719085615528003
0.4618504347826087,20.0,10.0,5248.0,11.6,56.31,200.0,67.91,-4,No,No,No,No,Bronze,Roadways,9,2015,3,Working Class,SC,16203537.738274783,5.768227241398966
0.4618504347826087,8.0,5.0,5260.0,3.23,28.18,40.0,31.41,3,No,Yes,No,No,Stone,Roadways,6,2016,6,Wealthy,MI,16224098.438274784,5.697127042989359
0.11,15.0,7.0,5263.0,5.07,57.29,105.0,62.36,0,No,No,No,No,Brass,Waterways,3,2016,3,Working Class,WV,16227017.073558262,5.71224655306833
0.4618504347826087,18.0,8.0,5263.0,7.86,55.05,144.0,62.91,2,No,No,Yes,No,Brass,Roadways,6,2015,1,Working Class,VT,16227885.018274782,5.951319406803555
0.46,15.0,8.0,5263.0,11.59,98.69,120.0,110.28,-2,Yes,No,No,No,Brass,Airways,4,2019,6,Working Class,AP,16234093.433558261,6.7859152749471985
0.35,26.0,14.0,5275.0,6.27,70.73,364.0,77.0,0,No,Yes,No,Yes,Clay,Roadways,10,2017,5,Working Class,NM,16250740.05355826,6.500012579129915
0.27,19.0,8.0,5293.0,10.58,77.93,152.0,88.51,4,Yes,No,No,No,Brass,Waterways,2,2019,5,Working Class,AE,16293835.47355826,6.346039788212754
0.26,21.0,7.0,5295.0,11.98,41.85,147.0,53.83,-4,No,Yes,No,No,Bronze,Roadways,12,2017,5,Wealthy,AA,16300524.89355826,5.858647185217117
0.92,31.0,9.617647058823529,5310.0,6.86,41.73,298.1470588235294,48.589999999999996,-2,Yes,Yes,Yes,Yes,Clay,Airways,6,2018,4,Working Class,MI,16323744.346441738,7.966347334966388
0.04,31.0,12.0,5309.0,12.22,72.86,372.0,85.08,4,Yes,Yes,No,Yes,Clay,Airways,8,2017,4,Working Class,MA,16330253.353558261,6.239866404636286
0.22,46.0,17.0,5308.0,19.44,95.75,782.0,115.19,-2,No,Yes,No,No,Aluminium,Airways,3,2017,1,Working Class,AK,16343449.253558261,6.394760637931307
0.87,28.0,11.0,5325.0,5.48,77.11,308.0,82.59,-4,No,No,Yes,Yes,Clay,Roadways,3,2015,3,Working Class,AP,16354118.746441739,7.8259841314865515
0.34,9.0,4.0,5329.0,8.99,98.43,36.0,107.42,0,Yes,Yes,Yes,No,Marble,Airways,11,2015,3,Working Class,NM,16365129.57355826,6.6261878075302105
0.79,24.0,9.617647058823529,5297.0,38.53,41.01,230.8235294117647,79.53999999999999,0,Yes,No,Yes,No,Bronze,Roadways,3,2017,6,Working Class,MS,16372544.006441738,7.012493601117712
0.77,13.0,9.617647058823529,5349.0,6.1,51.72,125.02941176470588,57.82,2,No,No,No,No,Brass,Roadways,5,2016,2,Wealthy,IN,16403273.846441738,6.942987278552718
0.79,20.0,10.0,5363.0,10.23,40.16,200.0,50.39,4,No,No,Yes,No,Brass,Roadways,8,2016,4,Wealthy,RI,16437835.70644174,7.0460639920178165
0.45,17.0,8.0,5372.0,7.14,47.44,136.0,54.58,0,No,No,No,No,Bronze,Roadways,6,2016,6,Wealthy,NY,16451259.493558262,6.3643548092839675
0.25,9.0,9.617647058823529,5372.0,7.31,74.54,86.55882352941177,81.85000000000001,4,No,No,No,No,Marble,Roadways,12,2015,4,Wealthy,IL,16451674.13355826,6.322816554844147
0.66,8.0,4.0,5369.0,14.98,49.61,32.0,64.59,0,Yes,Yes,No,No,Stone,Airways,7,2018,4,Wealthy,CA,16459272.226441741,6.560224117244146
0.57,22.0,15.0,5352.0,35.67,76.16,330.0,111.83,0,Yes,No,Yes,No,Bronze,Waterways,7,2018,2,Working Class,AR,16477136.72644174,7.120824251724751
0.4618504347826087,25.0,9.617647058823529,5385.0,5.43,93.05,240.44117647058823,98.47999999999999,1,Yes,No,No,Yes,Clay,Waterways,8,2015,3,Working Class,AZ,16477543.33827478,7.49051823505252
0.02,20.0,9.0,5386.0,5.82,57.61,180.0,63.43,0,Yes,Yes,No,No,Bronze,Airways,4,2015,2,Working Class,NH,16480226.513558261,5.753112175789068
0.06,16.0,8.0,5389.0,4.53,60.43,128.0,64.96,1,No,Yes,Yes,No,Brass,Airways,6,2017,2,Working Class,VT,16487530.69355826,5.8921413258131965
0.35,26.0,9.617647058823529,5386.0,30.04,64.43,250.05882352941177,94.47,2,Yes,No,No,No,Bronze,Waterways,2,2016,3,Working Class,FL,16531651.55355826,6.378595948527642
0.71,19.0,9.0,5455.0,14.54,48.42,171.0,62.96,1,Yes,No,Yes,No,Bronze,Roadways,4,2017,4,Working Class,MO,16637525.206441738,7.043282179256241
0.63,29.0,12.0,5441.0,28.81,37.05,348.0,65.86,2,No,No,Yes,Yes,Clay,Waterways,1,2019,0,Working Class,MN,16643023.586441737,6.752270376141742
0.21,9.0,9.617647058823529,5473.0,8.21,71.58,86.55882352941177,79.78999999999999,-4,No,No,Yes,No,Marble,Roadways,5,2017,6,Working Class,NY,16663455.153558262,6.076908028925449
0.16,31.0,13.0,5501.0,5.56,83.61,403.0,89.17,3,Yes,Yes,No,Yes,Clay,Roadways,4,2018,1,Working Class,HI,16719847.073558262,6.454915504414799
0.63,34.0,14.0,5507.0,18.18,29.53,476.0,47.71,4,Yes,Yes,Yes,Yes,Clay,Airways,11,2015,6,Wealthy,IL,16754098.706441738,7.155529001912931
0.59,39.0,9.0,5539.0,8.45,72.73,351.0,81.18,-4,No,Yes,Yes,Yes,Clay,Airways,12,2017,6,Wealthy,NH,16801739.72644174,7.467468205056641
0.52,15.0,8.0,5556.0,12.68,44.02,120.0,56.7,1,Yes,Yes,Yes,No,Brass,Airways,8,2016,1,Wealthy,VA,16844742.16644174,6.604837733887579
0.53,21.766204081632655,9.617647058823529,5571.0,8.21,39.25,209.33966866746698,47.46,-4,No,Yes,Yes,No,Brass,Airways,10,2017,5,Working Class,ND,16868420.12644174,6.461968051395369
0.08,18.0,8.0,5573.0,7.71,88.3,144.0,96.00999999999999,4,No,No,No,No,Brass,Roadways,12,2017,6,Working Class,MO,16872442.57355826,6.177342273229703
0.46,22.0,6.0,5572.0,24.36,63.54,132.0,87.9,-2,No,Yes,Yes,No,Brass,Airways,6,2017,3,Wealthy,AP,16905229.01355826,6.709828593057685
0.07,16.0,8.0,5596.0,14.87,87.72,128.0,102.59,-4,Yes,Yes,No,No,Bronze,Airways,12,2018,6,Working Class,OR,16933877.87355826,6.078467590729556
0.35,16.0,7.0,5603.0,14.48,50.83,112.0,65.31,1,Yes,No,No,No,Brass,Roadways,7,2015,1,Working Class,MT,16947248.473558262,6.046922905561226
0.77,9.0,5.0,5612.0,11.52,62.14,45.0,73.66,3,No,Yes,No,No,Marble,Airways,6,2017,3,Wealthy,AP,16960703.526441738,6.858817103859624
0.09,10.0,4.0,5629.0,6.74,54.75,40.0,61.49,0,No,Yes,No,No,Marble,Airways,6,2019,5,Working Class,AP,16989194.453558262,5.775017275584651
0.42,18.0,6.0,5612.0,31.41,56.41,108.0,87.82,1,No,Yes,Yes,No,Brass,Roadways,12,2017,2,Working Class,WI,17008294.23355826,6.476941593185531
0.31,22.0,9.617647058823529,5642.0,8.77,45.75,211.58823529411762,54.519999999999996,2,No,No,No,No,Brass,Roadways,3,2016,2,Working Class,TX,17019021.09355826,6.080505113898711
0.25,14.0,7.0,5648.0,10.24,79.85,98.0,90.08999999999999,-1,Yes,No,No,No,Brass,Waterways,11,2018,6,Working Class,SD,17034231.63355826,6.177653615428426
0.51,47.0,7.0,5694.0,26.02,33.05,329.0,59.06999999999999,2,No,No,Yes,No,Bronze,Roadways,2,2015,5,Wealthy,CT,17167267.886441737,6.604377334957321
0.97,20.0,9.0,5691.0,41.13,28.23,180.0,69.36,0,No,Yes,Yes,No,Brass,Airways,8,2018,6,Wealthy,OH,17204597.80644174,7.676260364489954
0.12,16.0,7.0,5734.0,8.62,88.32,112.0,96.94,4,Yes,Yes,Yes,No,Brass,Airways,12,2017,2,Working Class,MI,17214158.51355826,6.4066489362770564
0.52,6.0,5.0,5741.0,30.53,81.56,30.0,112.09,-4,Yes,No,No,No,Stone,Waterways,1,2018,4,Working Class,KY,17279135.24644174,6.495567625113146
0.02,21.0,7.0,5790.0,4.68,54.72,147.0,59.4,0,Yes,Yes,Yes,No,Bronze,Airways,11,2017,1,Working Class,PA,17331505.27355826,5.807421509415687
0.69,29.0,11.0,5805.0,26.15,99.25,319.0,125.4,-4,No,Yes,No,Yes,Clay,Roadways,1,2015,5,Working Class,AA,17403694.24644174,7.517819718980906
0.43,34.0,17.0,5804.0,34.33,57.66,578.0,91.99,-4,Yes,Yes,Yes,Yes,Clay,Airways,6,2016,4,Working Class,DE,17423776.19355826,6.84826001919626
0.74,7.0,5.0,5827.0,14.94,69.49,35.0,84.42999999999999,-4,No,No,Yes,No,Stone,Roadways,10,2017,5,Working Class,NH,17423780.186441734,6.591083708870868
0.54,12.0,8.0,5858.0,16.93,85.49,96.0,102.41999999999999,-1,No,No,No,No,Brass,Roadways,3,2017,3,Working Class,WY,17493980.22644174,6.717199917261079
0.4618504347826087,50.0,14.0,5878.0,31.13,29.36,700.0,60.489999999999995,4,No,Yes,Yes,No,Brass,Airways,3,2017,1,Working Class,AZ,17572636.67827478,8.131233607650012
